fid,dim,iid,rep,obj_value,set_skewness,set_quad_simp_r2,set_fd,set_lin_inter_r2,set_nbc_sd,set_nbc_cor,set_lin_simple_r2,set_quad_inter_r2,cma_skewness,cma_quad_simp_r2,cma_fd,cma_lin_inter_r2,cma_nbc_sd,cma_nbc_cor,cma_lin_simple_r2,cma_quad_inter_r2
11,2,1,4,0.0002103791582355,0.284861990485913,0.947181105589909,0.0199113705933122,0.884571152859055,0.421046298952587,0.969691306473321,0.835998115610545,0.995837526947348,0.931888554455562,0.926075735361658,0.0011162403092623,0.875907775473743,0.412067766302802,-0.0887276957730593,0.845213905480574,0.967542609571305
12,2,1,7,0.0008241217113369,0.628523222011931,0.828910410206831,1.19756240784208e-06,0.487127069054993,0.410422697977442,0.922588955250254,0.485781152519213,0.963007919323366,2.18964100460315,0.806563385376062,0.0006206337247312,0.487300625146151,0.407122000590894,-0.117470517899431,0.473560412219291,0.919400773613464
13,2,1,9,9.22974429861127e-06,0.195212625396424,0.768168055652547,0.348915783542031,0.588250904594861,0.568940568927058,0.878748612671702,0.420711148157245,0.97440910893882,0.617558182813298,0.76568400305244,0.017989580614707,0.586753297379672,0.503188144939111,-0.1455404014403,0.41904664195051,0.96591384130578
14,2,1,8,0.0306396835261037,0.570993207525107,0.764746392552102,0.0357861452143568,0.534995004411829,0.891930607998478,0.90097888805541,0.342505917419425,0.984631995321577,0.548701121243971,0.75142346738688,0.0033037932907936,0.491448257810087,0.64780267430809,-0.216449756075066,0.492328707207973,0.786858623708956
15,2,1,3,0.0150284323277598,0.736726370560758,0.701133562292061,0.02303721488208,0.628332045665502,0.59457339173345,0.97712870934044,0.460280775517133,0.981087157390888,1.5858574635527,0.65402883572697,0.0015779062502462,0.627523648505118,0.520368154002747,-0.0992769832007069,0.488304098025056,0.8469842536077
16,2,1,2,7.6547912244768e-07,0.383408663176692,0.223985183169676,0.217488190544268,0.159221142989156,0.172333565501973,0.437499871676845,0.156732553500825,0.3074891423326,1.41803946524165,0.218370024596076,0.0112084487913831,0.154921281995226,0.258281213988989,-0.427568656691567,0.152307526691277,0.296075078568003
17,2,1,7,0.0016433061578866,0.6245612145742,0.711922478211614,0.0132900678635943,0.556979106437081,0.470566810340117,0.770200296381211,0.534511439956744,0.768965043168256,1.98022797375653,0.694688560960014,0.0011352845689666,0.542012472398993,0.44070735783165,-0.216031488809386,0.5131640484907,0.748210858872626
18,2,1,2,0.0004717315866023,0.610161521242579,0.721145054724728,0.0083851633530959,0.563609615307965,0.402591182390954,0.772709422407754,0.54618804878077,0.767021095160351,2.18337677260111,0.690679419696998,0.0007176516056978,0.57939466214827,0.401385605054662,-0.212511075909442,0.524576290590684,0.762839590471278
19,2,1,3,9.98203555611611e-07,0.792717862457556,0.424788908661883,0.0433523174355406,0.526868075790266,0.354933693054923,0.924150446163766,0.0888232197539114,0.937900034086669,3.14939101727004,0.420752182526582,0.0022254341671846,0.523620495130812,0.371724607721092,-0.11707777445075,0.0862184141714633,0.934593079321616
20,2,1,4,0.0024634065388074,0.400024095020632,0.91044847744632,0.000678461545349,0.725641660548743,0.594894228245037,0.946546593037526,0.639653254515854,0.999090464424911,1.04097902546977,0.908483061795563,0.0007854940383744,0.682541724344501,0.515314808095205,-0.108745930940972,0.668000596759167,0.925496782961052
21,2,1,6,2.28714827902902e-07,0.456527842498939,0.19478673486114,0.22266383674772,0.0746227463196559,0.212810333479935,0.555863986319005,0.0077027589382788,0.367728318130857,1.73074851123888,0.188490410512061,0.0114885262373936,0.0697644240675559,0.283678158213728,-0.351387808766695,0.0046605172397642,0.357726944840133
22,2,1,1,2.4883961011702e-07,0.0449341904888587,0.218102466375567,0.536078556411582,0.184756413579428,0.272684120331719,0.574007455956326,0.171041252294479,0.300332513117233,-0.0101786937908023,0.211888330888509,0.0276407983781987,0.180189866924522,0.321036803368155,-0.34022298881058,0.167591171314809,0.289319472918754
23,2,1,1,2.21212500316032e-06,0.0553187762845476,0.0072260960784874,0.735856468273093,0.005570903757494,0.109017762016442,0.0709412700381283,0.0038254817189809,0.0160547875043726,0.0293518857416202,0.0008980287980004,0.0379170152545223,-0.0005969856388439,0.219317843791646,-0.661622758189429,0.0014160106425441,-0.0018166884672596
24,2,1,10,4.642271513306493e-07,0.1866864872853464,0.5977610133975281,0.7348458593533486,0.3940772326854953,0.2390728077437167,0.4649539730297223,0.3844491905321169,0.6564010380335826,0.594004334473901,0.5942605733814786,0.0379035827012033,0.3889486745823723,0.3001292414620172,-0.4090147853475754,0.3816696249980985,0.6499553940282945
