index,fid,nn_rep,lhs_rep,ela_distr.skewness,fitness_distance.fitness_std,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,dim
35,1.0,orig,35.0,0.780936600401753,0.01644951980285854,0.6895895691473763,-0.19530555298816643,0.27414967385093547,0.2795250106641721,1.0,1.0,
36,1.0,orig,36.0,0.8865834099393038,0.015066412448606183,0.7203196691596818,-0.16918402182328754,0.33266447991253634,0.3505065188003844,1.0,1.0,
37,1.0,orig,37.0,0.7605063331777949,0.015967018930764507,0.7643000662221084,-0.1695836847662941,0.32679574762201835,0.32982688354321255,1.0,1.0,
38,1.0,orig,38.0,0.7745402948640958,0.013752513341555644,0.6691540765862083,-0.1615975683640313,0.27854796838577445,0.278134529242996,1.0,1.0,
39,1.0,orig,39.0,0.7504223983483763,0.01721257447168648,0.6958040257023612,-0.18304894897329882,0.31448680920120675,0.3131680225320447,1.0,1.0,
40,1.0,orig,40.0,0.6763468731547461,0.017194397727709698,0.7282294148515599,-0.17982991969785564,0.3259293885117337,0.3486753829906284,1.0,1.0,
41,1.0,orig,41.0,0.8100475216050641,0.01813206189357875,0.7203550584335875,-0.1704470281791835,0.333996768328475,0.33304362148887146,1.0,1.0,
42,1.0,orig,42.0,0.7883417209491753,0.01745757808885913,0.7209450702267812,-0.1789874466889155,0.3412427433617087,0.34893907575005867,1.0,1.0,
43,1.0,orig,43.0,0.7130834246214662,0.014049055957039045,0.6671999203458956,-0.16233540037280497,0.28380567020022396,0.2870485840520939,1.0,1.0,
44,1.0,orig,44.0,0.7166025229863573,0.015657266469107173,0.7361440905750032,-0.16282841307927953,0.30161421652951537,0.3006163605966341,1.0,1.0,
45,1.0,orig,45.0,0.7157515170447614,0.014906922119706161,0.7541259508531377,-0.17283499967742413,0.31647191016471987,0.31688385373831307,1.0,1.0,
46,1.0,orig,46.0,0.7274119950404927,0.02024262806052058,0.7011393508180775,-0.17781059596618076,0.247254822497477,0.24764611231001044,1.0,1.0,
47,1.0,orig,47.0,0.7383314959786716,0.015361226483968005,0.6738075185807264,-0.17299479106358887,0.26406006338622345,0.2642894785749035,1.0,1.0,
48,1.0,orig,48.0,0.8665894118504617,0.012787566537366922,0.7315210329713457,-0.17601361217912906,0.28993629671818544,0.28995059393162237,1.0,1.0,
49,1.0,orig,49.0,0.8761420139988699,0.015100294893531754,0.718129840859309,-0.16092881038531304,0.30722441058019145,0.3065026526229768,1.0,1.0,
50,1.0,orig,50.0,0.7342790798382925,0.02116633589504279,0.7493199523536298,-0.1798607690422823,0.26997715303433967,0.27276871196882413,1.0,1.0,
51,1.0,orig,51.0,0.7493965570673063,0.01481342767418266,0.7271756470651562,-0.1666845173342004,0.2960120239156785,0.30147664418096853,1.0,1.0,
52,1.0,orig,52.0,0.7614129967929026,0.01770736416691432,0.7134312415692244,-0.17658733691923667,0.26934566169320406,0.2679258743178964,1.0,1.0,
53,1.0,orig,53.0,0.7896460616687662,0.015797778877757195,0.6848481390787596,-0.17173407731172358,0.27283456964861863,0.27328324731208675,1.0,1.0,
54,1.0,orig,54.0,0.9285419766078792,0.016043277463076062,0.7184914400407205,-0.16283095458444588,0.3089566528401382,0.30781030757184613,1.0,1.0,
55,1.0,orig,55.0,0.7177801765654761,0.013374751767978713,0.7194516039259155,-0.17999515636313057,0.29536519481076207,0.2942144784326104,1.0,1.0,
56,1.0,orig,56.0,0.730454064787207,0.016783803713121766,0.7331502126527051,-0.1636062832044552,0.2937176828323692,0.3010322217368694,1.0,1.0,
57,1.0,orig,57.0,0.6568436355837249,0.016950259388249962,0.7114116761233431,-0.17506944333224322,0.30237215754697944,0.3016955606823406,1.0,1.0,
58,1.0,orig,58.0,0.6773150177607434,0.013317198865715623,0.7252602307652634,-0.1845181193699023,0.30013420624104736,0.2987287754143835,1.0,1.0,
59,1.0,orig,59.0,0.7895637056895847,0.013718452976728373,0.7278804745900198,-0.16386017287930635,0.2821911755797605,0.29650823350819544,1.0,1.0,
60,1.0,orig,60.0,0.8284110010990451,0.013358399060798025,0.6715898204797833,-0.1612543659481641,0.30545138657995363,0.30447906719796547,1.0,1.0,
61,1.0,orig,61.0,0.7947581154967334,0.01695097480013328,0.6868876639797215,-0.1806902040653026,0.28799733227288926,0.2944909769109195,1.0,1.0,
62,1.0,orig,62.0,0.7046690608765458,0.013086530334906959,0.7324536099914237,-0.18182703752525708,0.2991604431674182,0.3042427696318486,1.0,1.0,
63,1.0,orig,63.0,0.6472107020170295,0.014472604820096099,0.6910730289508957,-0.18530011193942253,0.3129011001775137,0.31325015002735646,1.0,1.0,
64,1.0,orig,64.0,0.7081135548610197,0.014746197110446467,0.7588774670119827,-0.1767002552106256,0.2657343936666312,0.26480931758603654,1.0,1.0,
65,1.0,orig,65.0,0.7283378543023324,0.01475399398528552,0.7137789742478788,-0.1700428476725609,0.29083968395402604,0.2894252894255027,1.0,1.0,
66,1.0,orig,66.0,0.8088995279049289,0.014743906168059935,0.6726935240656531,-0.17989955400774554,0.28534687518554436,0.2888751871916323,1.0,1.0,
67,1.0,orig,67.0,0.7161342489267559,0.014284063000888735,0.6860670428867547,-0.16861931294205104,0.2740178409570634,0.27291554424216924,1.0,1.0,
68,1.0,orig,68.0,0.7632683295663203,0.014310437025229703,0.7436547999583178,-0.17259634879171556,0.2917022891412141,0.31327539567594853,1.0,1.0,
69,1.0,orig,69.0,0.7906740239430985,0.013349723619857997,0.7283531851043826,-0.1747995839233861,0.3144383869483688,0.3146597548227853,1.0,1.0,
70,1.0,orig,70.0,0.7974382637977495,0.01623904110256936,0.6919597016416037,-0.18169139207189705,0.280472917917035,0.28095666698281463,1.0,1.0,
71,1.0,orig,71.0,0.6600680786943843,0.012367213093418665,0.6997093982652317,-0.16021097389167582,0.30216875812530375,0.30115721396996764,1.0,1.0,
72,1.0,orig,72.0,0.7231383893887382,0.015043441177003744,0.7343132399743337,-0.1787851398862771,0.30390032237258413,0.3037007286507061,1.0,1.0,
73,1.0,orig,73.0,0.7525808171414279,0.016177078644659885,0.7142548235115426,-0.1757973187298481,0.27683968160430794,0.27539212982306094,1.0,1.0,
74,1.0,orig,74.0,0.7409670660756249,0.01650986748434368,0.7354501849811717,-0.17366872691556273,0.27651279790065686,0.27607596506470733,1.0,1.0,
75,1.0,orig,75.0,0.6763334314466694,0.022445745159599198,0.7108430278712071,-0.17113252913721871,0.2763049432604635,0.2856707102323507,1.0,1.0,
76,1.0,orig,76.0,0.6901605051346972,0.013689191997590331,0.7218122289437885,-0.1742436167729474,0.2823329108157234,0.28172847760778486,1.0,1.0,
77,1.0,orig,77.0,0.7942612921677163,0.015786789884140038,0.6690058449831477,-0.16690059098001253,0.2864083647596001,0.2857794489308222,1.0,1.0,
78,1.0,orig,78.0,0.7825219185209552,0.013440649096039464,0.7200700436906493,-0.17262084027182067,0.2975811451777671,0.2972677515625749,1.0,1.0,
79,1.0,orig,79.0,0.6898782561164889,0.015308098917347428,0.7364206699737627,-0.1775222071535773,0.2885325219944723,0.28948273823968784,1.0,1.0,
80,1.0,orig,80.0,0.7011697453239708,0.014262267467498703,0.7041251818338932,-0.18054123693535443,0.30154862230324253,0.30133363236429733,1.0,1.0,
81,1.0,orig,81.0,0.7645999968031479,0.015917201425717842,0.7546368399538965,-0.18116087338221168,0.29135491349196585,0.29492773171862674,1.0,1.0,
82,1.0,orig,82.0,0.8390676765222874,0.014912343660254066,0.7003314543511147,-0.16779668273545,0.2891576505624497,0.2913276098267569,1.0,1.0,
83,1.0,orig,83.0,0.5988265321259478,0.016003884624599705,0.6968284560087227,-0.18381456871936458,0.2631340229188147,0.2640296797854901,1.0,1.0,
84,1.0,orig,84.0,0.8757326748358908,0.01355412250021866,0.6669403684505447,-0.16094922774288403,0.2731470438482464,0.2757921410670088,1.0,1.0,
85,1.0,orig,85.0,0.7100700218703199,0.018157026075956675,0.7292955338252572,-0.18179108760892376,0.2698620850403355,0.26842657138497006,1.0,1.0,
86,1.0,orig,86.0,0.8689528979926311,0.01738707546847696,0.6987110716892757,-0.17691279111395525,0.29476654365506016,0.2934574190967104,1.0,1.0,
87,1.0,orig,87.0,0.7180820948250545,0.017226448846585245,0.6905379272441685,-0.16504876493988554,0.2879964646604778,0.29068386446932837,1.0,1.0,
88,1.0,orig,88.0,0.8018181199613659,0.012690153878955883,0.7190629372385348,-0.17500590043647024,0.3108939901882164,0.31021401758821476,1.0,1.0,
89,1.0,orig,89.0,0.8171070167410126,0.012876014410602866,0.7288788357332259,-0.15802356063686263,0.29445042349137973,0.30087975532975053,1.0,1.0,
90,1.0,orig,90.0,0.7567520166434974,0.016120082666266584,0.744040571967338,-0.1826394526778412,0.2858477809895692,0.287896150077828,1.0,1.0,
91,1.0,orig,91.0,0.728695651706827,0.01220607740062056,0.7187738188633475,-0.18046799105246641,0.3653166130655783,0.3658981572175294,1.0,1.0,
92,1.0,orig,92.0,0.795716724491934,0.013919683311393058,0.7152891062697395,-0.17851248694744837,0.31323827198211696,0.3167156376446819,1.0,1.0,
93,1.0,orig,93.0,0.684562690295012,0.015537883104396617,0.7438212378599983,-0.183306697676092,0.2930592680568068,0.294502028067367,1.0,1.0,
94,1.0,orig,94.0,0.7147457973752298,0.01815276805467021,0.7197900654397394,-0.17321144011053313,0.24730732817035928,0.25203231683767824,1.0,1.0,
95,1.0,orig,95.0,0.8091204398852581,0.017289585276763064,0.696518780876229,-0.1729679143048422,0.28307864427565976,0.28167383936383383,1.0,1.0,
96,1.0,orig,96.0,0.7917255229685327,0.01634409468679481,0.6811813229104766,-0.17152885185147385,0.2909945403975186,0.2899130808745286,1.0,1.0,
97,1.0,orig,97.0,0.717782100334063,0.012649911793577455,0.7325222196152272,-0.17636440973421705,0.2917345601268563,0.3016478467984802,1.0,1.0,
98,1.0,orig,98.0,0.6256154262704927,0.017396782000471494,0.7708872448568059,-0.17681898621302913,0.2785319718941045,0.27984766549054174,1.0,1.0,
99,1.0,orig,99.0,0.8740240859828604,0.017998592967911148,0.673423185412437,-0.1628374730484358,0.2919743021549456,0.2910043720518971,1.0,1.0,
100,2.0,orig,0.0,0.7505381123824975,0.0027048502917059003,0.2944566161142316,-0.15706592407499043,0.09866523164574381,0.09750725015211203,0.9979265641272458,0.9981472793550225,
101,2.0,orig,1.0,0.7509305792675794,0.0027087695424781225,0.36482227305488674,-0.17336154866932021,0.09782027869602694,0.09626805863382304,0.9979240321423309,0.9981365534044061,
102,2.0,orig,2.0,0.7492012950818012,0.0026515857265021698,0.4242729199312705,-0.17741524722861549,0.09991228753092951,0.11234638663668084,0.9979309589139613,0.9981484707100725,
103,2.0,orig,3.0,0.7500965486343342,0.002686713952673542,0.3376992871839628,-0.154346827610147,0.09801791237603674,0.09643630165727313,0.997935817219999,0.9981529601576807,
104,2.0,orig,4.0,0.7498944884482514,0.002684875691138732,0.355829688498139,-0.1668465225468942,0.10005505694314831,0.09912557072939987,0.9979361109531685,0.9981484975924833,
105,2.0,orig,5.0,0.7493828462365351,0.0027158533145208567,0.3010839636250808,-0.17594774844739575,0.09763705298364489,0.09643332572016172,0.9979291688831443,0.9981777926815357,
106,2.0,orig,6.0,0.7493051340065081,0.0026931295720435825,0.3239610628310634,-0.15964603346834144,0.10647137376484017,0.11670797648250864,0.997950129604137,0.9981500831406523,
107,2.0,orig,7.0,0.7494332992429802,0.002693225011883637,0.30893095791151537,-0.16376507946593813,0.0978151624050555,0.10088378120385977,0.997928577377374,0.9981512364229644,
108,2.0,orig,8.0,0.7501724791955627,0.002691944004198987,0.44634306985206446,-0.16132965053263532,0.09785962836934947,0.09710764924683701,0.9979443821779509,0.9981560513553993,
109,2.0,orig,9.0,0.7497198546603189,0.002704282933624158,0.4382445706959159,-0.17112199368076206,0.09997349854345505,0.09869223944331496,0.9979298975132506,0.9981403156972696,
110,2.0,orig,10.0,0.7497870385600804,0.0026917112546253575,0.43526654361093753,-0.15821901877329686,0.09794911848992238,0.09768486942235044,0.9979199760556602,0.9981328991325613,
111,2.0,orig,11.0,0.7497764936847573,0.0026899066012647803,0.3721661698421747,-0.17028396597022516,0.09815944103829899,0.09722409092117945,0.9979300430258569,0.9981508203628685,
112,2.0,orig,12.0,0.7503243035401801,0.0026943064345504694,0.4220050284653843,-0.15896036016628923,0.10330714860929058,0.10241880866807185,0.9979507139419541,0.9981820816505154,
113,2.0,orig,13.0,0.7506418396527573,0.002662568705117727,0.4626007051877296,-0.17436101782739105,0.09811980473082516,0.09852888277071137,0.9979223336904102,0.9981441858918572,
114,2.0,orig,14.0,0.7510178471073096,0.002669868154170245,0.5010179738156245,-0.1673198749237308,0.09809992380811616,0.1003573143042511,0.9979209877868325,0.9981447789468374,
115,2.0,orig,15.0,0.7503826105690666,0.002686870470175173,0.4204761378175036,-0.16972064304229548,0.09780912296730138,0.09726299487389278,0.9979156988839891,0.9981401872276219,
116,2.0,orig,16.0,0.7510575957974178,0.0027191423253622483,0.39460310441227764,-0.15487610750270608,0.10256669412563069,0.10979646456991987,0.9979229657675951,0.9981638553574055,
117,2.0,orig,17.0,0.7508915687836156,0.0026640833238978025,0.4345780211129571,-0.15430398559117045,0.09802615220731203,0.09791646228204542,0.9979339693983943,0.9981470894488028,
118,2.0,orig,18.0,0.749537498921228,0.0026734426404375314,0.5022585676704139,-0.18211966124327986,0.10046975084420617,0.09905153116815868,0.9979339873912111,0.998137045494121,
119,2.0,orig,19.0,0.7509676103095276,0.0027037546207118414,0.34332843723099266,-0.174758561054607,0.09779468642576339,0.09632424421669439,0.99793549383425,0.9981445662714793,
120,2.0,orig,20.0,0.7494280226845491,0.0026807091976067576,0.4575073774034092,-0.1619744172815369,0.09759256544456663,0.09685082784416044,0.9979278370112138,0.9981465458096279,
121,2.0,orig,21.0,0.7503222200942032,0.002666164998465165,0.39953310835028205,-0.15528663924512273,0.09787915875235698,0.12301964564959278,0.9979307551907222,0.9981627540505809,
122,2.0,orig,22.0,0.7504031042418731,0.0027231886329689343,0.3758283917777023,-0.17119375046062532,0.10657620876355733,0.10725890670228988,0.997934815343541,0.9981647974080857,
123,2.0,orig,23.0,0.7492919866273966,0.0026864397274530332,0.49738898495392064,-0.17120175938476417,0.09832363531437538,0.096511972231489,0.997928421327002,0.9981437989576151,
124,2.0,orig,24.0,0.7493245133217201,0.002728917366923919,0.39516437597971,-0.16250850173426137,0.10649645721532597,0.10569338503538761,0.997925663718267,0.9981428361451715,
125,2.0,orig,25.0,0.7495457983706669,0.002664959363489875,0.5544447028408711,-0.1674738897782527,0.09771236757218538,0.09670385814278248,0.9979375911944262,0.9981673592381619,
126,2.0,orig,26.0,0.7493681766146095,0.00267159687403317,0.32175465878076015,-0.1778073200177856,0.097675505066395,0.0960256593341986,0.9979283924235807,0.9981406143670232,
127,2.0,orig,27.0,0.7504601203455383,0.0027132521921460974,0.37127432837653257,-0.17171079837472933,0.10044396296842295,0.10026500695632323,0.9979305077377031,0.9981562911825022,
128,2.0,orig,28.0,0.7484177474147435,0.002674078632491807,0.2604306207600023,-0.16495856051925448,0.09978918383028212,0.099981408251831,0.9979384566962646,0.9981488160311802,
129,2.0,orig,29.0,0.7505280909873476,0.002702052575850034,0.3822513970878742,-0.16801139293750442,0.09780750034740804,0.09617311078300028,0.9979219928187101,0.9981321706655856,
130,2.0,orig,30.0,0.7495679627145887,0.0026539577280092186,0.3762582113563056,-0.15873283415034567,0.09856002654506335,0.09817426150033781,0.9979347520751753,0.9981501577957534,
131,2.0,orig,31.0,0.7498627585626816,0.0027241596214579093,0.33604050611803926,-0.1684164880786437,0.09818339983459579,0.09643284497971327,0.9979300775464568,0.9981530562970454,
132,2.0,orig,32.0,0.7503471463102765,0.0027292900915980396,0.3877188619961393,-0.16550645223151605,0.09802316749399986,0.09684016151978525,0.9979287928286721,0.9981459054160746,
133,2.0,orig,33.0,0.7503048089714346,0.0027232836491963537,0.3584227879971595,-0.16984934611080782,0.09761173750347596,0.09579372753057902,0.997949231411744,0.9981682079926154,
134,2.0,orig,34.0,0.7511145869672884,0.0026989610059552993,0.4715422124749815,-0.16973705963464933,0.10774230013624675,0.10840866943591754,0.9979289510283368,0.998151180512995,
135,2.0,orig,35.0,0.7513616330248908,0.0027007269498587195,0.2808248182577159,-0.17285094501367257,0.09795587139741391,0.10125930724396848,0.9979289398680914,0.9981390107273903,
136,2.0,orig,36.0,0.7492521936249803,0.0027094685266362186,0.4505363249288195,-0.16125868520684056,0.1027576106680238,0.1124197869272483,0.9979283471703987,0.9981580640834133,
137,2.0,orig,37.0,0.7493455361596331,0.0026943341151791996,0.512232396487641,-0.16159583683618745,0.10471865218566323,0.10660074319561208,0.9979341483751389,0.9981471908175006,
138,2.0,orig,38.0,0.7496191985877573,0.0026948018456104733,0.37920516569774226,-0.16096397000829676,0.09814295498936354,0.09998983302050513,0.9979342250936981,0.9981844019425049,
139,2.0,orig,39.0,0.7496848412941257,0.0026964477625042813,0.3819955205229049,-0.16881080972526583,0.09988174389056803,0.09828904056547594,0.9979425473444168,0.9981557927099267,
140,2.0,orig,40.0,0.750975628093255,0.002689913512777991,0.3905967426367684,-0.1667595862070805,0.09759970001918583,0.11293244326499297,0.9979270147033057,0.9981553557934207,
141,2.0,orig,41.0,0.7496433712760189,0.0026933836190038874,0.3061409529720311,-0.16329729484415476,0.09902176579902999,0.09800383753700415,0.9979273628285261,0.9981416191082129,
142,2.0,orig,42.0,0.7494719178199893,0.0027293282763884447,0.46110684958838094,-0.168928286870909,0.10059546568835753,0.10826680138255862,0.9979315553820188,0.9981636824550429,
143,2.0,orig,43.0,0.7505787468367797,0.002695029440534635,0.5695789428273224,-0.16655386770823796,0.099297522218188,0.09976863667821523,0.9979273140686373,0.9981459908916583,
144,2.0,orig,44.0,0.7517450020987949,0.0027034882425843094,0.3986172396550354,-0.1718413510623482,0.09858681290635984,0.09767665295480132,0.9979289656967868,0.9981458320703511,
145,2.0,orig,45.0,0.7490668071000173,0.0026949832837180098,0.42141488269430116,-0.16588264221217056,0.09884982599125025,0.09706057952035685,0.9979375081746596,0.9981719497663657,
146,2.0,orig,46.0,0.7507716943064864,0.002684127901562142,0.3584505347621622,-0.1615252294568694,0.0978430417105911,0.0960668982289079,0.9979227900694406,0.9981488653748802,
147,2.0,orig,47.0,0.7501662711241376,0.00270591064891613,0.45915892290965604,-0.1791980320582398,0.09762406677768798,0.10137855008361663,0.9979298954762769,0.9981785924781427,
148,2.0,orig,48.0,0.7495331687119822,0.0026668233943826125,0.2786981287083065,-0.17408519168601388,0.09880905052852551,0.09822929389191482,0.9979300557459264,0.9981532084733443,
149,2.0,orig,49.0,0.7499882425028384,0.002701883965039704,0.35258456849338515,-0.16188095793624838,0.09972057775037302,0.099899142737781,0.997932788087315,0.998153221422798,
150,2.0,orig,50.0,0.7496673770810199,0.0026811688555271095,0.493928438200492,-0.17256082700119377,0.0977678203241753,0.09729219699088176,0.9979330636550424,0.9981490789060288,
151,2.0,orig,51.0,0.7500285160912291,0.002678014628163186,0.4292082877015764,-0.17951258911128462,0.10139166967139313,0.10336698983954973,0.9979379958391519,0.9981500535727251,
152,2.0,orig,52.0,0.7507718952547865,0.0026628186595360932,0.6070380370778927,-0.16690467561068884,0.09873156911182157,0.09756803568778627,0.9979342153764321,0.9981551751432477,
153,2.0,orig,53.0,0.7492069755757019,0.002666659527277311,0.447462448338776,-0.16730096602123284,0.0979156113663614,0.09614644266489447,0.9979297221518134,0.9981482672757862,
154,2.0,orig,54.0,0.7491175431060642,0.0026906824051021283,0.44630002595736656,-0.15507231358499152,0.09891422427270402,0.09786113673211227,0.9979328041848455,0.9981683853158736,
155,2.0,orig,55.0,0.7504925407531179,0.0026853706823390905,0.3614209089657154,-0.1602442391663942,0.09764212896525237,0.09685554095447269,0.9979332305383356,0.9981518861972056,
156,2.0,orig,56.0,0.7501852512069915,0.002712942063306258,0.549068341943706,-0.1738820256395708,0.09804814111403515,0.1017415461405956,0.9979341551719252,0.9981606820200163,
157,2.0,orig,57.0,0.7504323843839499,0.002676946598586441,0.39341140071725134,-0.1599104480746639,0.1003104789363749,0.10103825107937903,0.9979270858963171,0.9981710360291531,
158,2.0,orig,58.0,0.7501780582469981,0.0026622686434941913,0.3910475725597399,-0.17093488937163642,0.09763506894921481,0.09750020111318114,0.9979221824266681,0.998144725960698,
159,2.0,orig,59.0,0.7494710094453959,0.002683279980207,0.3814255827490971,-0.1639396455005105,0.09819870180137746,0.1149801549953694,0.9979253754639827,0.9981439756761157,
160,2.0,orig,60.0,0.7504907067405292,0.002689986574634205,0.2584220138142707,-0.1609501887177347,0.10164440239722627,0.10197566859250407,0.9979325228878531,0.9981657079588526,
161,2.0,orig,61.0,0.7512308022729404,0.002697842713256262,0.5455299020198656,-0.17760863220660583,0.09782725130342518,0.0980457342873381,0.9979492944706253,0.9981778810900852,
162,2.0,orig,62.0,0.7504047213371596,0.002676367128321417,0.3661716507400534,-0.16569461389205936,0.10395518588637975,0.10577858266803708,0.9979381575312253,0.9981682920067023,
163,2.0,orig,63.0,0.7510006948864527,0.0027225105299253376,0.29985980625445047,-0.17104826182959004,0.09837367122666274,0.09807454199620191,0.9979635365306164,0.9982079381143294,
164,2.0,orig,64.0,0.7510884035243792,0.0026820296603719982,0.44695849495790196,-0.18003061751137767,0.09823606651638539,0.09815026164895646,0.9979333636434263,0.9981464153957195,
165,2.0,orig,65.0,0.7505753027270189,0.0027168444810402284,0.29527158793592695,-0.17990643360442088,0.09786168403390771,0.09612113190167237,0.9979223375694113,0.9981326647737697,
166,2.0,orig,66.0,0.7495852051443624,0.002713827360106169,0.2934276669765454,-0.17366212441859438,0.09796386235532528,0.09757673368287234,0.9979296728328432,0.9981606213102463,
167,2.0,orig,67.0,0.7499563056134451,0.002682692041678468,0.4257520688375539,-0.15170557282479546,0.10029118563530692,0.09904698650464372,0.9979288743114745,0.9981466682355286,
168,2.0,orig,68.0,0.7504693067425665,0.002732380917273983,0.420735924580151,-0.1710571871722261,0.09830361140716337,0.12829184824756257,0.9979682010710231,0.9981960484291859,
